sentiment,tweets
1,pandemi bit meyhaneye gidelim kızlarla müzikli rakılı sohbet masası
-1,1 yıldır insanlar maske takıyor peki bulaşıyor korona maske halde çıkarılacak cevap demek maskenin korudugu falan koruduğu yalandan ibaret zaman biraz mantik diyorum mantık
-1,yarın sabahın köründe kalkıp okula gideceğim şimdi dışarıda korona yokmuş ağlamak istiyorum ziya amcacığım iyilik yapsan
0,aşı üreten türkiye hıfzıssıha enstitüsünü khk 2011'de kapattığı malesef aşı üretemiyor
1,salgin hastalik süreci̇nde ai̇le eği̇ti̇mleri̇ devam edi̇yor “aileyi zararlı alışkanlıklardan korumak” elazığ i̇l müftülüğü aile rehberlik bürosu adrb ruh sağlığı hastanesi salgın hastalık covid-19 nedeniyle sosyal medya üzerinden toplumu aydınlatmaya dev
-1,dünya'nın büyük kulüpleriyle anlaşmalar yaparak kriptoyla alakası milyonlarca insana kriptoyu ulaştırıyor kripto sektörüne katkısını düşünmeni öneririm pandemi koşullarında kısıtlı tabi
-1,ailem sınav olmamı istiyor dersleri anlamıyorum diyorum anlamıyor korona olursam diyorum diyorlar öğrencilerölmekistemiyor
-1,peygamber efendimizinsav hadisi şerifinde safları sıkılaştırınboşluk kalmasın şeytanin icadı korona yalanına uyup safları boşluk bırakarak namaz kılıyoruz korona şeytanin icadısosyal mesafe maskeaşı şeytanin istedikleridir türkiyeuyansınsalgınyok
-1,1 vaka okulları kapatıp test yaptırmadı halde 11 12 vaka sınav doğru madem korona olmamızı önemsemiyorsunuz zaman okulları kapatmasaydınız adam akıllı eğitim alma şansımız olsaydı öğrencilerölmekistemiyor
-1,sorunca cevap alamıyoruz yerimize sorarmısınız lütfen ülkede öğretmen aşı sıra vatandaşa zaman gelecek
1,sesimizi duyurun işten çıkarma yasağı kısa çalışma ödeneği süresi uzatıldı pandemi başladığında işsizlik maaşı alıyordum sürem doldu uzatılmadı dönem bulmak zor işsizlik maaşı süresi uzatılmalı stajsskbaslangıcıolsun
-1,merhaba adm mustafa susam garsonluk yapıyordum pandemi nedeni işsiz kaldım faturalar duruyor kirayı veremedim allah rızası yardım bekliyorum kötü durumdayım lütfen dalga geçmeyin sn çare 0006 2000 3020 0006 629917 garanti bankası lütfn gerçekten zor durum
-1,‼ türkiye'de koronavirüs son 24 saatte 11 187 yeni vaka 65 kaybı‼ covid19 i̇stanbul yüksekolduçokyüksek maskemesafetemizlik geceyenotum iyigeceler
-1,akp güç gösterisi şımarıklığı kanun önünde dokunulmazlığı varken memlekette pandemi bitmeeez kongreler lebalep dolu ayasofya buluşmaları görmemişlerin çorba içmesini görünce ümidi kestim artık esnafın işi zooor allah yardımcımız
-1,canan karatay yüzyılda insanların aklı alay edilmemişti corona 1996 hayvanlar corona virüsü olmadan yaşayamaz test kitleri panik maske mesafe aşı hikayedir i̇nanmayın dedi ekrana çıkartmıyorlar salgınsahteyasaklarkalksın
1,pandemi savaşta sağlık ordusu önemli hemşireler sahada yetersiz evde atama bekliyoruz pandemide bizimde destek vermemize fırsat vermiyorsunuz sayin bakanım atama bekliyoruz
-1,ulen adamlarda tane stoper sakat cezalı covid olmuş savunma yapamıyor diyorsun forvet arkası robin yalçın stoper oynuyor hakemin niyetine bak çalsam aranıp duruyordu maçın başından
-1,sağlık bakanının açıklaması şöyleydi sezonda grip salgınına korona diyoruz açıklaması olmuştu bilmem denledinizmi
1,pandemi geçince ülkenin sokağında parti festival yapmazsanız ayıbınız
-1,aşı aşıklarına soruları soruyorum 1- pcr test hatası kabul edilmiyor 2- ölenlerin otopsisi yapılmıyor başka sorum yokvarda sormuyorum ikisi yeterli salgınsahteyasaklarkalksın
1,pandemi döneminde farkına vardık ‍ dijitalfarkındalık
-1,sınava girmek istemediğim corona olasım geliyor sonra allah korusun diyorum ardından corona olmamak sınava girmek istemiyorum yaman çelişki
0,serap belet muharrem sarıkaya habertürk tv olaylar görüşler programının canlı yayın konuğu oldum hdp-fezlekeler pandemi sonrası ekonomik durum konularını konuştuk teşekkürlerimle olaylarvegörüşler
-1,tamamen katılıyorum boş cadde sokaklarda maske takmak gereksiz dir kalabalık ortamlara toplu taşımalarda gereklidir biraz bilinçli gerekir eyer nefes aldığımız havada covit19 varsa şayet hepimiz corona yız demektir
-1,genelaf cezaevi̇nde korona salgini virüs cezaevlerinde yayılmaya devam cezaevleri yönetimi bütün önlemleri alıyor fakat hastalığın önüne geçmek mümkün cezaevi çalışanlarını mahkumları tehlikeye atıyorsunuz
1,pandemi kurallarına uygun genç kızılay antalya ekibine 'gönüllünün kişisel dijital ortamda gelişimi' konusunda bilgilendirme gerçekleştirdik eurpeansolidaritycorps esc ulusalajans
-1,reis 1 sene artık yeter bıktım hocam korona belirtirsi yokken gidip test yaptırasın yazarken ciddenmi yazıyorsunuz trol falan kişi talep ediyorsa insana yapılıyor düştü çıktı demek
-1,biliyor umurlarında değiliz sınavlarımızı yapıp yollayacaklar kimsenin kronik rahatsızlığı korona umurlarında acı gerçekler agalarım açıklama falan yapılmayacak vakalar artınca suçu atacaklar öğrencilerölmekistemiyor
0,seçmenin öncelikli gündemi yüzde 779 “ekonomi” pandemi döneminde “akp mitinglerinin sonlandırılması gerekmektedir” diyenlerin oranı yüzde 86 açıklandı
-1,önce benzeri yaşanmamış ilk pandemi süreci eksiksiz yönetilemezdi oluşan olumsuz durumların dahaki seçimde vermeyerek başka partilere vererek oluşacak olumsuz durumun farkında değillermi
0,yanlış hatırlamıyorsam geçen sene mart civarı değiştirdiler corona yüzündendi sanırım normalde türkiye vatandaşları vize yoktu değişikle yalnızca ilk 3 vize zorunluluğu kalktı
-1,65 günde işlenen 67 kadın cinayeti corona’dan hızla yayılan erkek sapkınlığı egomanyası dur demeyecek öleceğiz kadinasiddetehayir
-1,i̇bb televizyonlara facebook google'ye para yedirip reklamını yaptıracağına işini yapsın pandemi zamanı düvelin yardımına koşan türkiye koli rezil etmesin
1,pandemi kazanımlarım 14 kitap okundu çeşitli konularda 6 online eğitim yoga eğitimi sağlıklı beslenme eğitimi meditasyon eğitimi alındı hırka kazak örüldü önce 6 kilo alındı sonra 10 kilo verildi
1,pandemi bitince positano'ya gidicem burda dursun
-1,corona varsa herkese liseliler sınav zaman üniversitler ilkokullar denek miyiz öğrencilerölmekistemiyor
-1,maske mesafe kapali ortamların havalandirilmasi kapi pencere açarak saat dakika konusunda hemen hemen ülkelerle birlikte sınıfta kaldık aşı savaşları başlar baska endise kaynağı i̇talya ab'den avusturalya' gönderilecek aşıları kisitlamis
-1,halil beye katılıyorum hayat devam güzel pandemi evlere kitledi futbolda 3 günde maç hepimizin dengesini bozdu yeniden hayata dönmek lazım takım sevgisi belli düzeyde kalmalı kendim söylüyorum
-1,yıldır kalabalığa girmedim korona geçirmedim içindi zorunlu okula getirip riske atmanız öğrencilerölmekistemiyor
-1,takımları çekip cool şekilde yürmek isterdim forum konferans filan pandemi zoomda online sunum yaparken üstte ceket altta pijamayla durmak istemiyorumüğğ
0,covid oldumnormal grip geçirdim komşum pozitif çıkınca evdekilere bulaştırmamak test yaptırdım normalde covid oldum kendimi karantina altına alırdım test yaptırmazdımyani doğulular doğumu evde yaptırırken grip oldum hastaneye gidecek
-1,covid19 vaka tablosunda sizcede anormallik yokmu güneydogunun sırf mavi biraz tuhaf bizede bölge 13 muamelesimi yapıyorlar patlasada kurtuksak gibisinden
1,önce arkadaşım pandemi sonunda i̇stanbul’da cem adrian konserine götürcem söz verdi burda dursun sözünü unutursa kanıtım
-1,üzen biliyor musunuz ölmek istemiyorum diyen kişi covid gidecek kimsenin haberi olmayacak çırpınışı boşa gitmiş olacak göz öleceğiz öğrencilerölmekistemiyor
-1,durum iyice komik almaya başladı bakan koca'dan kılıçdaroğlu'na bedava aşı tepkisi tutumun bedelini aşı sırası bekleyenler öderse vicdanına izah edecekadam aşı gelmesin demiş sankibedava gelen aşıya halkın vergileriyle 12 ödenmesin
1,bizler pandemi döneminde önemi anlaşılan rehberlik öğretmenlerimize üzüldük pdr yanındayız sosyalbilgileresahipcıkalım
-1,havran belediye başkanı emin ersoy'un babası hacı i̇brahim ersoy covid-19 nedeni yaşamını yitirdi i̇lçede sevilen ersoy derin üzüntüye
-1,yasak istemiyorum bilim kurulundaki şişman beyfendi neydi söylüyorum beyfendi isterseniz evden çıkmayın çıkmak istiyorum karışmayın aşı istemiyorum rahat bırakır mısınız tv açınca üstüme geliyorsunuz salgınsahteyasaklarkalksın
1,pandemi bitsede dugunumuzu yapsak
-1,doğu türkistandaki kardeşlerimize zulüm uygulayan tertemiz aşı göndercek doğu türkistanlılar neyse çinlilerin gözünde öyleyiz türk müslümanız sahtesalgınaboyuneğmiyoruz
-1,allah herkese zihin açıklığı versin duymuyor sınava girecek herkese başarılar kendinize dikkat edin yada etmeyin korona artsın görsünler günlerini yada bunlara değmez canınıza yazık neyse bisiler yapin kafanıza öğrencilerölmekistemiyor
1,bakanlığımızın başlattığı 'tematik denetim' modeli kapsamında 19 ilçemizde covid-19 denetimleri yapıldı i̇limizi mavi kategoriye sokuncaya denetimlerimizi titizlikle kararlılıkla sürdüreceğiz maske mesafe temizlik aşı
-1,tv ekranlarında proğramı sunucusu bilim kurulu üyesi prof dr ateş kara'ya sorar çocuklar aşı olmayacak aşı olacaklar cevap çocuklar kıymetimizi geleceğimiz büyükleri̇ denek kullaniyoruz
-1,i̇nsanlar geçici sandığı rahatlar hedefin bizler anlasalar iyi olacakta maske takalım mesafeli olalım aşı olalım hes kodu kullanalım sonra bitsin düşüncesindeler çoğunluk
-1,hakikatler açığa çıktıkça pandemi tiyatrosunun biteceğini düşünüyorsanız yanılıyorsunuz zira 66 yaşlı kraliçe dünyanin düğmesi̇ne basti salgınsahteyasaklarkalksın
-1,covid boyunca kere kitap yüzü açmamış kisilerin sınav haftası tag açarak sınav iptal çabasına tahammülüm
-1,üstüne bide korona vakaları fırlamış yarın okula gitsem kişi taşıyıcıdır bulaşsa sonra çevremdekilere bulaştırsam beni̇m i̇çi̇n geçerli̇ deği̇l yarin okula giden herkeste sessiz kalin asla kalamyacağim yazik öğrencilerölmekistemiyor
-1,online dersin yüze sınavını yapıyorsunuz üstelik sınıfta kalma covid korkusunu saymıyorum neye uzulecegimizi şaşırdık ogrencilerolmekistemiyor
-1,ağlayarak ders çalışmak demek biliyo musunuz konuyu anlayamamak yapamamak hadi öğrenememeyi geçtim şekilde halledilir koca okulda korona olmayacak şimdi suçlu öğrencilerölmekistemiyor
-1,baba geçen sene pandemi sonrası gs patır patır dökülürken son haftalara girilirken ufak ihtimal uzerinden şampiyonluk ihtimali hesapliyorduk durumda umutsuzluğu anlayamıyorum
1,pandemi bitince ataparka devasa rakı sofrası kurulmalı
-1,vaka varken okullar kapatıldı 12 vaka varken aşı yokken okullar açıldı kararıda bilimkurulu tavsiye doğruysa yanlış hangisi doğru hangisi yanlışteketekbilim
-1,rusya dünyada covid-19 cesedinin otopsisini gerçekleştiren ilk ülke kapsamlı araştırmanın ardından covid-19'un virüs olmadığını keşfetti küresel aldatmacadır insanlar güçlendirilmiş 5g elektromanyetik radyasyondan zehir ölüyor
-1,gündeme bak hayat arkadaşı dediği insan sokakta kızının gözünün önünde dövüyor diğeri çoçuğunun gözünün önünde eşinin boğazını kesiyor 10 yaşındaki kız çocuğu cami avlusunda tacize uğruyor korona desen hızla devam 21 yüzyıldayız yaşamak savaşıyoruz
1,kpss sürecinin pandemi sürecinin zorlu yollarından geçtik hepimiz emek verdik artık söz devlet büyüklerimizde emlakveemlakyönetimi mezunları tapu'ya 1500 atama istiyor
-1,yarın çoğu öğrenci gidecek sınava bilmiyoruz çıkar mıyız yarına korona kaparsak naparız sınavda geç olacak iptal lazım anla öğrencilerölmekistemiyor
-1,basın kapatırsanız çenenizi algı yapmayı bırakırsanız korkutmazsanız yalan dolanlarla çakma pandemi tezgahıda biter i̇nsanları hedef göstermek gazetecilik öylemi
-1,artık yeni hoca lazım türlü tartışmadan uzak takıma konsantre olacak artık futbol dışında bahane duymak istemiyorum giderse maçlar seyircisiz oynanacak pandemi olmaksızın
-1,pandemi dönemi çalıştıkcogumuz görev sırasında covide yakalandıi̇sti̇fa etmedi̇ksözleşmeyi önceden dilekçe vererek yeni̇lemedi̇k hastaları hastaneyi kurumu mağdur bıraktıkama bugün mağdur ediliyoruz sözleşmeyeni̇lememei̇sti̇fadeği̇ldi̇r
-1,yarın youtube videom yayında ölmeme challenge riskli videom arizona kertenkeleler mücadelemi corona yayan kuruş semt abilerini sınav kağıtlarından yayılan virüsü inceledik umarım beğenirsiniz like atıp abone olun ogrencileroelmekistemiyor
-1,aşısı aşı yapmakta yavaş ülkelere sistemimizi bozmayacak sağlık personelini geçici süre göndersek karşılığında aşı alsak
-1,ablam yiyenler erkek kardeşim corona agir geçirdiler suan aklıma gelen cumhurbaşkanımız korunuyor yeme içme ilaç alalım kongrelerde masallah hastalık kapmıyor yaşi önce ağır hastalıklarda geçirdi masallah diyorum
1,hazır konu tiyatrodan açılmışken pandemi dönemi national theatre güzel önemli oyunları yayınlıyordu şimdi paralı üyeliğe dönüştü amaa 1 nisan'dan youtube kanalları üzerinden canlı yayınlara devam edecekler
-1,okulların korona yüzünden açılmadığını söyleyip maske mesefe bağırıyorsunuz mitingler düzenliyorsunuz mitinglerde korona birde yetmezmiş miting yaptığınız salon dolu olunca teşekkürler ediyorsunuz komik oeğrencileroelmekistemiyor
-1,sağlık yapıyoruz okula sınav gittiğimiz zaman korona ölme riskimiz fazla sağlığımızı düşündüğümü buradayız öğrencilerölmekistemiyor
-1,covid19 kısıtlama anlamamış 1 restoranların yüzde kapasitesi demek masa aralarında boşluk bırakmak demek tarafa yormak masada oturanlar maskelerini çıkarmalı personel ayaktaki müşteriler maskeli olmalı
1,ülkede parası 700 kişi askerlik parası satın alıyor askerliği çoğu 100 kişilik koğuşlarda yatıyor tek covid haberi gelmedi düzenli test yapıyorlar
-1,istanbul kırmızı haftada kac kişi öldü fanuslu sedyelerle kac kişi yogun bakima kaldırıldı aşı olanlar yogun bakimda doktorlar kriz geciriyor ilcede mahallede karantina uygulandi cevap hi̇ç kisaca kandiriliyorsunuz
0,sergen hoca nisan ayında bitiririz işi anlamında açıklama dediğin önümüzdeki 4 maçta ilk yarı -10 puan alırsak fbye yenilmemek kaydıyla baya baya elimizi kolumuzu sallayarak gideriz aşırı hakem operasyonu fazla covid vakası olmazsa
-1,i̇stanbulda okulları açıyonuz aklım ermiyor yarın yüze dersler başlıyor sınavlarda bıktım yemin ediyorum bıktım 1 öğrenci covid-19 hakkımı helal etmiyorum
-1,ehliyettesürecezası si̇li̇nsin cana mala kastetmemi̇şlere ehli̇yet affi i̇sti̇yoruz
-1,gökyüzüne gaz sıkmayı bırakın bili bili tarım bakanlığının anlaşması açıklayın medyada ata tohumunu destekleyip tarlada yapay yohumlara zorlamayın salgınsahteyasaklarkalksın
1,20yıldır şehirde yaşıyorum ‘peçiç’ geleneksel oyunumuz yeni öğrendim pandemi nelere kadirsin cidden
1,fenerinmaçıvar pandemi falan eğlence sektörü tıkandı allahtan fener gülüp eğleniyoruz seviyorum fenerin maçının günleri
-1,turkiyede gunde 300 civari total ölum evde oldugumuz icin trafik kazalari azaldi ragmen yillardir gunluk olumun fazla oldugu senedeyiz sebep korona
1,taşimali eği̇ti̇m si̇stemi̇nden vazgeçi̇lerek kapatilan köy okullari açilmalidir korona i̇le kalabalik okullarin köyden şehi̇re göçleri̇n sikintisi anlaşilmiştir
-1,uf cok korkuyom yarin sinavlarim baslio yurda gitmem lazim gitmek istemiyorum evde babam kronik hasta kucuk kardesim onlari tehlikeye atamam napicam peki sinav stresi covid stresi delircem gidisle
-1,peki müthiş soru geliyorbunları yapacağız yarın aşı olsak 2dozla birlikte etkisi 1bucuk sonra baslayacakyaz tatilinde risksiz guneslenelim
-1,allah korusun mini mini birler korona görürüm zaman aslanları sınavdan koronadan kaçmaya çalışıyoruz veee sınavdan kaçsakta hakkımız online gördük doğrusu göremedik
-1,dediklerin biran varolduğunun düşünelim aşı olmamak kurallara uymamakla düzelteceğini sanıyorsun sorun
-1,sokağa çıkmak istesek korona derler sınav günü gelir anda görmezlikten gelinir korona hikaye bitti
-1,i̇yi korona olunca okula gitmeseydin olmasaydın diyin zaman laflar sokuyorum iyi sokarım öğrencilerölmekistemiyor
1,sn bakanım yılda milyonu aşan işlem 30 milyonun üzerinde insanımıza hizmet vermekte tapu kadastro genel müdürlüğümüzün pandemi dönemindeki personel sorunlarına çare 1500 atama istiyoruz emlakveemlakyönetimi
1,düşünsenize pandemi bitiyor üyeler sololarında inanılmaz başarılı olmuşlar got7 şirketle anlaşıp ilk albümlerini çıkarmışlar albüm isimlerinde dünya turu düzenliyorlar
-1,sosa ilk geldiğinde korona sonrada kırık parmakla oynadığı zaman sosanın ağzına sıçtı sosayı savunan başka 3 4 kişi kanka adam kırık parmakla maçında oynarken ayağına bastılar dahada kötü sonra kasık eşi felan derken uzadı geri döndü
-1,belediyeci üstüne düşüne yapacağına evde kalın konuşmaktan başka beceremiyorsunuz nurettin sözen’i eleştirenler ayıp etmişler i̇mamoğlu’ndan i̇stanbullulara corona uyarısı salgınsahteyasaklarkalksın
-1,tahmin edeceğinden fazla ilgiliyim aşı konusuna kuduz aşısı dışında aşıya inanmıyorum güvenmiyorum çocuğuma hiçbirini yaptırmadım kendime yaptırmam alişan yıldıran hocayı takip musunuz
1,hastanede eczanem çocuk servisi katında tatlı çocuklar bebekler geliyor sallayabiliyorum pandemi bitse mıncırsam ısırsam keşkem
-1,haftanın yalanları utanç size yeterde artar 1- kk nın sinovac 1 doz aşı bağışladı pandemi dönemindeyiz ülkeler aşı'ya ulaşmak savaşa girebilir 1 doz aşı ücretsiz verilirmi inanır tabii halk tv izleyen aydınlar
-1,korona olursam tedavi olmayı reddedecem dışarıda birsürü kişi mutlaka birisi bulaştırır meraklısınız sınava sonuçları görün öğrencilerölmekistemiyor
-1,tam covid-19 bitti derken covid-19un içine atıyorsunuz yazıklar ziyaselcukduysesimizi oegrencilerolmekistemiyor sizcesınavmiyoksasağlıkmi ziyaselcukistifa
-1,yasaklar kalkınca korona nedeniyle hayatını kaybeden kişi sayısında artış yaşandı
-1,karar verilmiştir karar tetkik edildiğinde zorunlu aşı uygulamasının kanunlarda almadığı temel haklardan vücut bütünlüğüne müdahalenin kanunda öngörülen durumlarda yapılabileceği hussun açık şekilde düzenlenmesi
-1,öğrencilerölmekistemiyor belkide son tweetim yarın corona virüse yakalanacağım astım hastası olduğum ölücem yarınımın garantisini veremez
1,hadi bitsin pandemi umre’ye gitmek istiyorum
-1,gerçekten papafranciscus riskli ziyaret karşılama törenlerinde ayinlerde maske takmıyordu covid19 hıristiyan dinadamlarına işlemiyor galiba
-1,ziya bakanım bakıp ağla ismini göremezsin twitterda böylekorona kapanların vabali oegrencilerolmekistemiyor
-1,hepiniz pandemi boyunca kere kafeye oraya buraya gitmemiş insanlarmış gireceğiniz sınav haftalardır konuşup üstüne intihar basite indirgeyerek tweetler atıyorsunuz defolun gidin soru çözün
-1,öğrencilerölmekistemiyor koskoca yıl korona dersleri online sistem üzerinden yaptınız yüzyüze sınav olunca korona çarşı izninemi çıkıyor anlamadımki
-1,eskiden iyi oynayıp küme düşmüştükçok iyi oynayıp süper lige çıkamamıştıkşimdi önemli maçları oynamamış liderden 3 puan gerideyizlider takım iyimi oynuyor bırakın ligi süper ligde eze eze maç kazanan varmıpandemi devam bişey normal tek sorun hocamı
-1,dışarıda maske takmadan yaşlının yanına giriyorsan aşıdan sonra geziyorsan pozitif halde yerinde durmuyosan bardak çay corona’ya koy “gel kardeşim otur” hoş geldin lades
0,ahh pandemi olmasaydı çocuklar grammys sahnesini ateşe verselerdi canlı canlı sağlık eminim olağanüstü dynamite performansı hazırlamışlardır bts
-1,duymadınızmı kanında hırsızlık virusu doğanlar corona virüsüne yakalanmıyor bozuk kan corona demek
-1,tek inadım yerli aşı olacak yere aşı olmadan giremezsiniz denildikce aşıya razı olanlarıda tepki verenlerden görecekler
1,sanırım fakülte çalışma salonunda durucam pandemi sonrası özledim başka almanca'da intermediate olsam evde sürekli oturup çalışmak şeye odaklanmak gerçekten zor başladı gitmiyor dream_challenge
-1,covid-19 artan azalan iller yazık kırmızının sayısı artıyor illerde vaka görüldü illerde azalma grafiklerle haberde
-1,sebebe sığdıramayız 1 saat önce pandemi hakkında konuşulurken tv kadın aynen dedi insanların evde kalmaları şiddetlere sebep olabilir öldürmenin dövmenin sebebi olabilir pandemi önce kadın cinayeti muydu
-1,sayın hocam korona virüse virüsün varlığına gerçekten inanıyormusunuz doğu güneydoğu anadolu mavi bölgelerde yeterince test yapılıyor testler sizce inandırıcı
0,merhaba i̇mmunoglobulin alerjik reaksiyon test sonucu 987 54yaşında hasta aşı riskleri nedir teketekbilim
-1,onlara soru sormak istiyormsizin derdiniz pandemi döneminde düşunmeyenlere saldırıyorsunuz meseleniz virusmu muhalifleri susturmakmı
-1,kelebek etkisine bakın şimdi sınavlar başladı vaka test sayıları çoģaldı korona türkiyeyi içine çekti türkiyenin nüfusu azaldı ögrenciler korona sınavlardan koronaya yenik düşerlerse buda öğrencilerin mesleklerine kavuşamadı kelebek oegrencilerolmekistemi
-1,şampiyonluk yolunda tek eksigimiz taraftar samiyende destegimizle takim baska oynuyordu buyuk gucumuz taraftarimizdi acilen stadlara seyirci alinmali acilen pandemi ciktigindan evimizde 1 kisi eksik oynuyoruz resmen
-1,şuan nakdi kredi kullanmayacak büyük fırsat barındırıyor talep yeni evlere önemli belirleyici deprem riski nakit ihtiyaç fırsat beklerim ucuz kredi temelli alıp pandemi nedeniyle ödeyemeyenler sonrası bankaların emlak port oluşacak
-1,covid'e aşı programı gidiyor bilmiyoruz yeterli aşı aşılanması gerekenlerin kadarı aşılandı hedefe uzaktayız sorular acil cevaplanmalı
-1,peki dünya sağlık örgütü kürtçe dilinde covid19 korunma kamu spotu düşmanlığınızın üstünü örtmekte elinize dökemez sinsi soykırımcı sistem kürtlere soykırım uygulanıyor hergün dilleri biraz insanlık suçunun ortağısın
-1,dizi karın doyurmuyo aşı noldu aşııııı makarna reklamı yapıyosun tabi tip işinize geliyo millet seyretsin başka sormasın dümen yürümez dimi
-1,kardeşlerim yarın sınava giricez sınavlar yarın allah korusunda sınav hemde corona gircek galiba allah'ım inşallah gün mutlu haber sınavlar iptal kararı alırız inşallah allah'ım amin herkez amin yazsın kardeşlerim öğrencilerölmekistemiyor
-1,hıı sistemimiz çohsel ebanın çökmesi iyi bişi öğk liselilere covid bulaşmaz öğk atılan milyonlarca tweet önemli öğk
-1,teketekbilim fatih bey aşı firmalarıyla aylardır görüşüldüğünü ifade ediyorlar bilim kurulu üyeleri sağlık bakanlığı bitmez görüşmedir nihayet şartlar aşağı yukarı belli i̇nandırıcı halkı uyutuyorlar
1,allahtan eve saç kesme makinası aldık pandemi süresince deyelim derken saç sakal kesimi sorulur favoriler ense itina 3 vurulur şekil verilir yanaklara ağda kaşları biraz alma derken iyi berberlere kafa tutuyorum
-1,zorunluhizmetemuafiyet zorunluhizmetemuafiyet bekleyen öğretmenlerin çoğunun eşi pandemi döneminde işsiz kaldı sağlık kurullarından rapor işyerlerinden belge alamayacak öğretmenler süreçte mağdur öğretmenler çözüm istiyoruz
-1,i̇srail dünyada yaşamıyor sankiaşıları neredeyse nüfusuna şimdi yurtdışından gelecek vatandaşlarını elektronik kelepçe 15 günlük karantinasını kontrol
0,gerçekten corona atlatayım bitsin gitsin denilecek hastalık değilmiş gayet hafif atlatmama kolumu kaldıracak halim iyiyken başım dönüyo içim geçiyo oluyorum
-1,baba geçen sene pandemi sonrası gs patır patır dökülürken son haftalara girilirken ufak ihtimal uzerinden şampiyonluk ihtimali hesapliyorduk durumda umutsuzluğu anlatamıyorum
-1,öğrencilerölmekistemiyor başıma gelecekleri yazıyorum sınava gireceğim düşük alacağım uzaktan eğitimden anlamadım aile baskısı olacak eminimyks sene ortalamam düşük olacağı etkileyecek sağlık kısmı varcorona şansınyeter
-1,ölümden korkuyorum laboratuvar üretimi virüsten korkmuyorum gün öleceğiz eksik fazla fark
-1,geçenlerde kitapta hasta ziyaretine geliyorlar sinirlenmiştim corona geliyor falan diyorum kendinme sonra aydınlandım
-1,şaka mısınız kendinizi komik sanıyorsunuz kanaat getirdiniz salgının olmadığına sizleri nefes alamayan 40-45 yaşında hastaların başında oturup izlemeniz pandemi hastanelerine bekleriz evden atıp tutmak işler salgınsahteyasaklarkalksın
0,bizleri kırmayıp yoğun vaktinizden vakit ayırarak programımıza katılımınızdan teşekkür ediyorum yakın zamanda buluşmak dileğiyle
1,pandemi sürecinde yaptığım güzel afad üyeliğim şimdilik eğitim onlıne
-1,pandemi öncesinde gelen 12 adet elbisenin fermuarını kapatamadım biraz önce 10 tanesinin etiketi üzerindeydi acı gözyaşı noktalıyorum tiviti
-1,çağrı bey'in bilmedikleri 1tüm epidemiyologlar kapanmayı savunmuyor 2salgın yönetiminin politik bilmiyor 3 halk sağlığının temel ilkelerini bilmiyor
-1,eskiden boğazı ağrıyan eczaneden antibiyotik alırdışimdi burnu akan test yaptırıyortest yaptırmayın corona bitsinkısıtlamalar kalksın terorist tedros boşuna test test demedişeytanın dediğinin tersini yapınsalgınsahteyasaklarkalksın
-1,ülke resmen bi̇yoloji̇k savaş i̇çersi̇nde korku i̇le i̇nsanlarin akli bulandiriliyor bi̇r vi̇rüs varsa korkudur vi̇rüsü medya bi̇li̇m kurulu deni̇len çeteyle beraber yayiyor ki̇ varsayalim ki̇ korona ölüm orani 1'i̇n altinda bi̇rşey salgınsahteyasaklarkal
1,yuh hala ayrılmadınız onca retro metro etkilemedi karantina falan pandemi stresi şokla takip ettiğim çiftler helal buraya yazıyorum üzerinize düşeni yaparsınız
-1,beyefendi salgın beraber konumu değişenlerden cebimizde para virüsten ölelim demiyor virüs ihtimalleri salgın korkusu insanların hayatlarını kaybedip sersefil riski artıyor evde oturarak maaş alamıyor
-1,sahte salgına sahte test taaa 2017 ithal tesler portekiz mahkemesince bilimsellik çerçevesinde 97 yanlış sonuç verdiğini dünya haykırdı ölenlere avuç dolusu ilaç bünye kaldırmıyor sonra kalp krizi yaz kızım covid salgınsahteyasaklarkalksın
-1,bütün hayatım meğer eski mailime bağlıymış pilim yüzünden telefon açılmıyor kapanınca eski mailim çalışmadığı bütün kişi listem gitti annem simşifresini bilmiyormuş telefonu gitti aşı randevu alamıyoruz mahir ünal hala telefon zengin olunduğunu zannetsin
-1,abi geçen sene pandemi takimi kötü etkiledi bjk maçi seyircisiz oynandi berabere kaldik akabinde ligler ertelendi sonrasi malum geçen sene pandemiden olmasa şampiyon olurduk
-1,bak güzel kardeşim salgın hastalık ilk görülmüyor osmanlı'da salgınla mücadelede önce bekar evleri umumhane temizliğin sağlanamadığı yerler kapatılmış yakılmış yıkılmıştır peki ülkemizde korona dediklerinde ilk nereyi kapattılar camiiyi salgınyalani̇şgalg
-1,aşıdan kaynaklı komplikasyon genetik açıdan nesile aktarılabilir aşı olmayıp hastalığı ağır geçirsenizde sonraki nesile hastalığı geçirmezsiniz ölüsü birgün delisi hergün ağlar çocuğunuzun sakat doğma ihtimali kısır kalma ihtimali komplikasyon içinde
-1,güneydoğu afrika hindistanda covid düşük halde napıyorsa yapalım diyebilir miyiz hayır kovid geleneksel yitip içen yaşayan yoksul toplumların saf genotipleri yaşam bulamıyor hatırlayın ilk vakalar zengin ünlü büyük siyasilerdi
-1,haber vesilesiyle spod'un son raporunu hatırlatalım araştırmaya katılan 856 lgbti̇+'nın 63'ü pandemi döneminde gelir getiren çalışmadığını 53'ü geliri olmadığını belirtiyor
-1,pandemi atlatırsın muhalefetin elinde kalır merak ediyorum şuan tek etken pandemi bittikten sonra hicbirseyi hatırlamaz
